Text,Sentimen
kecurangan,-1
kecurian,-1
kecurigaan,-1
kedaifan,-1
kedaluarsa,-1
keder,-1
kedhaifan,-1
kedhaliman,-1
kedholiman,-1
kediktatoran,-1
kedok,-1
kedunguan,-1
kedurhakaan,-1
kedurjanaan,-1
kedzaliman,-1
keedanan,-1
keegoisan,-1
keekstreman,-1
keekstriman,-1
keemohan,-1
keengganan,-1
kefakiran,-1
kefanaan,-1
kefanatikan,-1
kefasikan,-1
kefatalan,-1
kefrsutasian,-1
kegaduhan,-1
kegagalan,-1
kegalauan,-1
keganasan,-1
keganjilan,-1
kegawatan,-1
kegelisahan,-1
kegentingan,-1
kegeraman,-1
kegersangan,-1
kegilaan,-1
kegoblokan,-1
kegugupan,-1
keguguran,-1
kegulanaan,-1
kegundahan,-1
kegusaran,-1
kehabisan,-1
kehampaan,-1
kehancuran,-1
kehilangan,-1
kehinaan,-1
keingkaran,-1
kejahatan,-1
kejalangan,-1
kejam,-1
kejelekan,-1
kejengkelan,-1
keji,-1
kejorokan,-1
kekafiran,-1
kekalahan,-1
kekalapan,-1
kekalutan,-1
kekanak-kanakan,-1
kekang,-1
kekangan,-1
kekecewaan,-1
kekejaman,-1
kekejian,-1
kekeliruan,-1
kekerasan,-1
kekerasan,-1
kekeringan,-1
kekeruhan,-1
kekesalan,-1
kekhawatiran,-1
kekhilafan,-1
kekikiran,-1
kekisruhan,-1
kekotoran,-1
kekufuran,-1
kelabakan,-1
kelabu,-1
kelahi,-1
kelainan,-1
kelaknatan,-1
kelalaian,-1
kelambanan,-1
kelambatan,-1
kelancangan,-1
kelaparan,-1
kelayapan,-1
kelelahan,-1
kelemahan,-1
kelengahan,-1
kelepasan,-1
kelesuan,-1
keletihan,-1
kelewat batas,-1
kelewatan,-1
keliaran,-1
kelicikan,-1
kelimbungan,-1
kelimpungan,-1
kelinglungan,-1
keliru,-1
keloyoan,-1
kelu,-1
keluh,-1
keluhan,-1
keluhan,-1
kelumpuhan,-1
kelupaan,-1
keluyuran,-1
kemaksiatan,-1
kemalingan,-1
kemarahan,-1
kematian,-1
kemelaratan,-1
kemelut,-1
kemerosotan,-1
kemesuman,-1
kemiskinan,-1
kemplang,-1
kemplangan,-1
kemunafikan,-1
kemunduran,-1
kemungkaran,-1
kemuraman,-1
kemurkaan,-1
kemurtadan,-1
kemurungan,-1
kemustahilan,-1
kemusyrikan,-1
kenajisan,-1
kenakalan,-1
kendala,-1
kenekatan,-1
kenestapaan,-1
kengerian,-1
kenistaan,-1
kentut,-1
keonaran,-1
kepailitan,-1
kepalsuan,-1
kepanasan,-1
kepandiran,-1
kepanikan,-1
keparat,-1
kepayahan,-1
kepedihan,-1
kepelitan,-1
kepicikan,-1
kepincangan,-1
kepongahan,-1
kepura-puraan,-1
keracunan,-1
keraguan,-1
kerakusan,-1
kerampokan,-1
kerancuan,-1
kerapuhan,-1
keras kepala,-1
kerawanan,-1
kerdurjanaan,-1
kerentanan,-1
kerepotan,-1
keresahan,-1
keretakan,-1
kerewelan,-1
keributan,-1
kericuhan,-1
kerisauan,-1
kerontang,-1
keropos,-1
keroyok,-1
keroyokan,-1
kerugian,-1
kerumitan,-1
keruntuhan,-1
kerunyaman,-1
kerusakan,-1
kerusuhan,-1
keruwetan,-1
kesablengan,-1
kesadisan,-1
kesadisannya,-1
kesakitan,-1
kesal,-1
kesalahan,-1
kesambet,-1
kesandung,-1
kesangsian,-1
kesasar,-1
kesewenang-wenangan,-1
kesia-siaan,-1
kesialan,-1
kesiangan,-1
kesimpangsiuran,-1
kesinisan,-1
kesintingan,-1
kesirikan,-1
kesleboran,-1
kesombongan,-1
kesorean,-1
kestagnanan,-1
kesukaran,-1
kesulitan,-1
kesuraman,-1
kesurupan,-1
kesusahan,-1
kesyirikan,-1
ketahuan,-1
ketakaburan,-1
ketakutan,-1
ketamakan,-1
ketar-ketir,-1
ketegangan,-1
keterbatasan,-1
ketergantungan,-1
ketergesa-gesaan,-1
keterlaluan,-1
keterlambatan,-1
keterpaksaan,-1
ketersiksaan,-1
ketertindasan,-1
ketertinggalan,-1
keteter,-1
keteteran,-1
ketidakefisienan,-1
ketidakpastian,-1
ketidakpercayaan,-1
ketiduran,-1
ketimbang,-1
ketimpangan,-1
ketinggalan,-1
ketipu,-1
ketololan,-1
ketuaan,-1
ketularan,-1
ketumpangtindihan,-1
ketus,-1
kewalahan,-1
kezaliman,-1
khalwat,-1
khawatir,-1
khawatirkan,-1
khianat,-1
khilaf,-1
kiamat,-1
kibul,-1
kikir,-1
kilah,-1
kisruh,-1
klepto,-1
kleptomania,-1
klise,-1
koar,-1
kocar-kacir,-1
kok,-1
kolaps,-1
koloni,-1
kolonial,-1
kolonialisme,-1
kolonis,-1
kolot,-1
kolusi,-1
komat-kamit,-1
komplain,-1
kompleks,-1
komplikasi,-1
komplotan,-1
komunis,-1
komunis,-1
konflik,-1
konfrontasi,-1
kongkalikong,-1
konspirasi,-1
konspiratif,-1
konsumtif,-1
kontaminasi,-1
kontra,-1
kontradiksi,-1
kontradiktif,-1
kontraproduktif,-1
kontroversi,-1
kontroversial,-1
korban,-1
korupsi,-1
koruptor,-1
kotor,-1
kout,-1
kriminal,-1
kriminal,-1
kriminalis,-1
kriminalisasi,-1
kriminalitas,-1
krisis,-1
kritik,-1
kritis,-1
kroni,-1
kronis,-1
krusial,-1
kualat,-1
kuatir,-1
kudeta,-1
kufur,-1
kufur nikmat,-1
kumal,-1
kuman,-1
kumel,-1
kumuh,-1
kungkung,-1
kurang pergaulan,-1
kusta,-1
kusut,-1
kutu,-1
kutuk,-1
kutukan,-1
labil,-1
labil,-1
labrak,-1
lacur,-1
lacur,-1
laknat,-1
lalai,-1
lalim,-1
lama,-1
lamban,-1
lambat,-1
lancang,-1
langgar-melanggar,-1
lara,-1
lawan,-1
layu,-1
ledek,-1
leha-leha,-1
lelah,-1
lelet,-1
lemah,-1
lemah,-1
lemas,-1
lemes,-1
lengah,-1
lengser,-1
lenyap,-1
lesbi,-1
lesbian,-1
lesu,-1
letih,-1
letoi,-1
liar,-1
licik,-1
limbah,-1
limbung,-1
ling-lung,-1
lintah darat,-1
lirih,-1
longsor,-1
lontang-lantung,-1
lonte,-1
loyo,-1
luka,-1
luluh lantak,-1
lumpuh,-1
lunta,-1
luntang-lantung,-1
lupa,-1
lusuh,-1
mabuk,-1
mabuk-mabukan,-1
macam-macam,-1
macet,-1
madat,-1
madharat,-1
mafia,-1
mahal,-1
mahal,-1
main-main,-1
makan teman,-1
makar,-1
makelar,-1
makelar kasus,-1
maki,-1
makian,-1
makruh,-1
maksiat,-1
mala,-1
malapetaka,-1
malaprakt2k,-1
malapraktik,-1
malas,-1
malas,-1
maling,-1
malnutrisi,-1
malpraktek,-1
malpraktik,-1
mamandekkan,-1
mamasygulkan,-1
mampus,-1
mana ada,-1
mandek,-1
mandul,-1
manghantam,-1
mangkel,-1
mangkir,-1
mangu,-1
maniak,-1
manipulasi,-1
manipulatif,-1
manipulator,-1
marah,-1
marah,-1
marah-marah,-1
masa bodoh,-1
masai,-1
masalah,-1
masam,-1
masgul,-1
masokhis,-1
masokis,-1
masygul,-1
materialis,-1
materialisme,-1
materialistis,-1
matre,-1
mau tahu,-1
mayat,-1
melabrak,-1
melacur,-1
melacurkan,-1
melaknat,-1
melalaikan,-1
melambat,-1
melambat-lambatkan,-1
melambatkan,-1
melanda,-1
melanggar,-1
melantur,-1
melarang,-1
melarat,-1
melarikan,-1
melas,-1
melebih-lebihkan,-1
melecehkan,-1
meledak,-1
meledakkan,-1
meledek,-1
meledeki,-1
melelahkan,-1
melemah,-1
melemahkan,-1
melengahkan,-1
melengos,-1
melenyapkan,-1
melepuh,-1
melewati batas,-1
melindas,-1
melintir,-1
melompong,-1
melongo,-1
melucuti,-1
meludah,-1
meludahi,-1
melukai,-1
melulu,-1
meluluhlantakkan,-1
melumpuhkan,-1
melupakan,-1
memaki,-1
memaksa,-1
memaksa,-1
memaksa-maksa,-1
memaksakan,-1
memalak,-1
memalaki,-1
memalingkan,-1
memalsukan,-1
memalukan,-1
memalukan,-1
memanas-manasi,-1
memandulkan,-1
memanipulasi,-1
memantati,-1
memarahi,-1
memasung,-1
membacok,-1
membahayakan,-1
membalas dendam,-1
membandel,-1
membanding-bandingkan,-1
membangkang,-1
membangkrutkan,-1
membanjiri,-1
membantah,-1
membatalkan,-1
membatasi,-1
membebankan,-1
membeberkan,-1
membekas,-1
membelenggu,-1
membelit,-1
membentur,-1
memberatkan,-1
memberhentikan,-1
memberondong,-1
membiaskan,-1
memblokir,-1
membocorkan,-1
membodohi,-1
membohongi,-1
membolos,-1
membom,-1
membombardir,-1
membosankan,-1
membual,-1
membuang,-1
membuang-buang waktu,-1
membuat-buat,-1
membungkam,-1
membunuh,-1
memburuk,-1
membusuk,-1
membutakan,-1
membuyarkan,-1
memecah belah,-1
memecah-belah,-1
memecahbelahkan,-1
memecat,-1
memekakkan,-1
memelas,-1
memeloroti,-1
memfitnah,-1
memforsir,-1
memidanakan,-1
memilukan,-1
meminta-minta,-1
memiskinkan,-1
memojokkan,-1
memonopoli,-1
memorak-porandakan,-1
memoroti,-1
memperbodoh,-1
memperbudak,-1
memperburuk,-1
memperbuyar,-1
memperdaya,-1
mempergunjingkan,-1
memperkosa,-1
memperlama,-1
memperlamban,-1
memperlambat,-1
memperlemah,-1
mempermasalahkan,-1
memperolok-olok,-1
memperolok-olokkan,-1
memperparah,-1
mempersadis,-1
mempersakit,-1
mempersalahkan,-1
mempersoalkan,-1
mempersukar,-1
mempersulit,-1
mempersura,
mempersuram,-1
mempersusah,-1
mempertakut,-1
mempertaruhkan,-1
mempertengkarkan,-1
memperumit,-1
memperusuh,-1
mempreteli,-1
memprihatinkan,-1
mempropaganda,-1
mempropagandakan,-1
memprotes,-1
memprovokasi,-1
memukul,-1
memukuli,-1
memulangkan,-1
memundurkan,-1
memunggungkan,-1
memungkari,-1
memungkiri,-1
memuntahkan,-1
memupuskan,-1
memuram,-1
memurkai,-1
memurtadkan,-1
memusingkan,-1
memusnahkan,-1
memusuhi,-1
memutarbalikkan,-1
menabrak,-1
menafikan,-1
menagih,-1
menakut-nakuti,-1
menakuti,-1
menalak,-1
menampar,-1
menangis,-1
menangis,-1
menangisi,-1
menarikturunkan,-1
mencabik-cabik,-1
mencabuli,-1
mencaci,-1
mencaci maki,-1
mencak,-1
mencak-mencak,-1
mencalimi,-1
mencampakkan,-1
mencampur aduk,-1
mencampuradukkan,-1
mencancu,-1
mencaplok,-1
mencari kesalahan,-1
mencari muka,-1
mencari-cari kesalahan,-1
mencatut,-1
mencecar,-1
mencederai,-1
mencekam,-1
mencekcoki,-1
mencekik,-1
mencela,-1
mencelakai,-1
mencelakakan,-1
mencemari,-1
mencemaskan,-1
mencemburui,-1
mencerca,-1
mencibir,-1
mencolong,-1
mencontek,-1
mencopet,-1
mencopot,-1
mencoreng,-1
mencret,-1
mencuci otak,-1
mencuci uang,-1
menculik,-1
mencurangi,-1
mencuri,-1
mencurigai,-1
mencurigakan,-1
mendadak,-1
mendaifkan,-1
mendalangi,-1
mendamprat,-1
mendekam,-1
mendendam,-1
mendengki,-1
mendepak,-1
mendeportasi,-1
menderita,-1
mendesak,-1
mendhalimi,-1
mendholimi,-1
mendiskreditkan,-1
mendiskriminasi,-1
mendiskriminasikan,-1
mendiskualifikasi,-1
mendiskualifikasikan,-1
mendobrak,-1
mendompleng,-1
mendongkol,-1
mendongkolkan,-1
mendua,-1
menduakan,-1
menduga-duga,-1
mendukuni,-1
mendurhakai,-1
mendustai,-1
mendustakan,-1
mendzalimi,-1
menegatifkan,-1
menelanjangi,-1
menelantarkan,-1
menembak,-1
menembaki,-1
menempeleng,-1
menentang,-1
meneror,-1
menertawai,-1
menertawakan,-1
menewaskan,-1
mengabaikan,-1
mengaburkan,-1
mengacak-acak,-1
mengacau,-1
mengacaubalaukan,-1
mengacaukan,-1
mengadili,-1
mengadu domba,-1
mengafirkan,-1
mengais,-1
mengakhiri,-1
mengambinghitamkan,-1
mengancam,-1
menganggur,-1
mengarut,-1
mengasari,-1
mengata-ngatai,-1
mengatai,-1
mengebiri,-1
mengecam,-1
mengecewakan,-1
mengecilkan hati,-1
mengecoh,-1
mengekakng,-1
mengekang,-1
mengeksploitasi,-1
mengekspos,-1
mengelabui,-1
mengelak,-1
mengelakkan,-1
mengeluh,-1
mengeluh,-1
mengeluhkan,-1
mengemis,-1
mengemplang,-1
mengenaskan,-1
mengentengkan,-1
mengerang,-1
mengerangkeng,-1
mengerdilkan,-1
mengerecoki,-1
mengerikan,-1
mengeritik,-1
mengernyit,-1
mengernyitkan,-1
mengeroyok,-1
mengeruhkan,-1
mengesalkan,-1
mengesampingkan,-1
mengeyel,-1
menggampangkan,-1
mengganas,-1
menggandakan uang,-1
mengganggu,-1
mengganggu gugat,-1
mengganjal,-1
menggasab,-1
menggasak,-1
menggauli,-1
menggawat,-1
menggebuki,-1
menggedor,-1
menggegerkan,-1
menggelandang,-1
menggelapkan,-1
menggelepar,-1
menggelisahkan,-1
menggembar-gemborkan,-1
menggentayangi,-1
menggerayangi,-1
menggerebek,-1
menggerepe,-1
menggerogoti,-1
menggertak,-1
menggerutu,-1
menggila,-1
menggondol,-1
menggorok,-1
menggosipkanmenggrecoki,-1
menggugat,-1
menggulingkan,-1
mengguna-guna,-1
mengguna-gunai,-1
menggunduli,-1
menggunjing,-1
menggunjingkan,-1
menggusur,-1
menghabisi,-1
menghajar,-1
menghakimi,-1
menghalang-halangi,-1
menghalangi,-1
menghambat,-1
menghambur-hamburkan,-1
menghamburkan,-1
menghancurkan,-1
menghancurleburkan,-1
menghanguskan,-1
menghantui,-1
menghardik,-1
menghasut,-1
mengherankan,-1
menghilang,-1
menghilangkan,-1
menghina,-1
menghujat,-1
mengibuli,-1
mengidap,-1
mengimitasi,-1
menginfeksi,-1
mengingkari,-1
menginjak,-1
menginjak-injak,-1
mengintil,-1
mengintimidasi,-1
mengisolasi,-1
mengisolasikan,-1
mengkhawatirkan,-1
mengkhianati,-1
mengklaim,-1
mengkritik,-1
mengkudeta,-1
mengobrak-abrik,-1
mengoceh,-1
mengolok-olok,-1
mengombang ambing,-1
mengombangambingkan,-1
mengomel,-1
mengomeli,-1
mengompori,-1
mengontaminasi,-1
mengoplos,-1
mengorbankan,-1
mengorup,-1
mengorupsi,-1
mengotori,-1
mengoyak,-1
mengoyak-oyak,-1
mengoyak-oyakkan,-1
mengucilkan,-1
mengudeka,-1
mengudeta,-1
mengufurkan,-1
mengulur,-1
mengulur-ulur,-1
mengumbar,-1
mengumpat,-1
mengungkung,-1
menguntit,-1
mengurungkan,-1
mengusik,-1
mengusir,-1
mengutuk,-1
mengutuki,-1
meniduri,-1
menihilkan,-1
menikam,-1
menilap,-1
menilep,-1
menimpa,-1
menindas,-1
meninggal,-1
menipu,-1
meniru,-1
meniru-niru,-1
menistakan,-1
menjahati,-1
menjaili,-1
menjajah,-1
menjalang,-1
menjamah,-1
menjambak,-1
menjambret,-1
menjangkit,-1
menjangkiti,-1
menjarah,-1
menjebak,-1
menjegal,-1
menjelek-jelekkan,-1
menjelekkan,-1
menjemukan,-1
menjengkelkan,-1
menjenuhkan,-1
menjerat,-1
menjerit,-1
menjiplak,-1
menjungkirbalikkan,-1
menodai,-1
menodong,-1
menodongkan,-1
menohok,-1
menolak,-1
menonjok,-1
menoyor,-1
menskors,-1
mensomasi,-1
mensomasikan,-1
mentok,-1
menubruk,-1
menuding,-1
menuduh,-1
menuduhkan,-1
menular,-1
menulari,-1
menularkan,-1
menumbalkan,-1
menumpulkan,-1
menunda,-1
menunda-nunda,-1
menunggak,-1
menuntut,-1
menurun,-1
menusuk,-1
menusuk-nusuk,-1
menusukkan,-1
menutup-nutupi,-1
menutupi,-1
menyabotase,-1
menyabung,-1
menyadap,-1
menyakiti,-1
menyakitkan,-1
menyalahartikan,-1
menyalahgunakan,-1
menyalahi,-1
menyalahkan,-1
menyamarkan,-1
menyampah,-1
menyandera,-1
menyanggah,-1
menyangka,-1
menyangkal,-1
menyangkut,-1
menyangkutpautkan,-1
menyangsikan,-1
menyantet,-1
menyatroni,-1
menyayangkan,-1
menyayat,-1
menyayat-nyayat,-1
menyebalkan,-1
menyelahgunakan,-1
menyesalkan,-1
menyia-nyiakan,-1
menyiksa,-1
menyikut,-1
menyilet,-1
menyimpang,-1
menyindir,-1
menyinggung,-1
menyobek,-1
menyobek-nyobek,-1
menyodomi,-1
menyogok,-1
menyomasi,-1
menyombong,-1
menyombongkan,-1
menyontek,-1
menyuap,-1
menyudutkan,-1
menyulitkan,-1
menyulut,-1
menyumpahi,-1
menyumpel,-1
menyundut,-1
menyuruh-nyuruh,-1
menyusahi,-1
menyusahkan,-1
menyusupkan,-1
menzinahi,-1
menzinai,-1
meracau,-1
meracuni,-1
meradang,-1
meragu,-1
meragukan,-1
merajalela,-1
merajam,-1
merajuk,-1
merampas,-1
merampok,-1
merampok,-1
merancukan,-1
merapuhkan,-1
meratap,-1
meratapi,-1
merecoki,-1
merekayasa,-1
meremehkan,-1
merendahkan,-1
merengek,-1
merengek-rengek,-1
merenggut,-1
merepotkan,-1
meresahkan,-1
meribut,-1
meributkan,-1
mericuhkan,-1
meringis,-1
meringkuk,-1
meringkus,-1
merintih,-1
merisau,-1
merisaukan,-1
merobek,-1
merobek-robek,-1
merobohkan,-1
merompak,-1
merongrong,-1
meronta,-1
meronta-ronta,-1
merosot,-1
meruetkan,-1
merugi,-1
merugikan,-1
merumahkan,-1
merumitkan,-1
merumpi,-1
meruncing,-1
merundung,-1
merunyamkan,-1
merusak,-1
merusakkan,-1
merusuh,-1
merusuhi,-1
merusuhkan,-1
meruwetkan,-1
mestinya,-1
mesum,-1
mewabah,-1
meyikut,-1
minder,-1
minggat,-1
minim,-1
minta-minta,-1
minuman keras,-1
minus,-1
miring,-1
miris,-1
miskin,-1
miskin,-1
mistis,-1
misuh,-1
modar,-1
mogok,-1
molor,-1
monopoli,-1
monoton,-1
morat-marit,-1
muak,-1
mubazir,-1
mucikari,-1
mudharat,-1
munafik,-1
munafik,-1
mundur,-1
mungkar,-1
mungkir,-1
muntaber,-1
muntah,-1
muntah,-1
muntahan,-1
murahan,-1
muram,-1
murka,-1
murtad,-1
murung,-1
musibah,-1
muslihat,-1
musnah,-1
mustahil,-1
musuh,-1
musyrik,-1
mutilas,-1
mutilasi,-1
naas,-1
nafi,-1
naga-naganya,-1
naik turun,-1
najis,-1
nakal,-1
nakal,-1
nanar,-1
narapidana,-1
narapidana,-1
narkoba,-1
narkotik,-1
narkotika,-1
narkotika,-1
narsis,-1
narsisme,-1
negatif,-1
nekad,-1
nekat,-1
nekat,-1
nekat-nekat,-1
neko-neko,-1
nelangsa,-1
nepotisme,-1
neraka,-1
nestapa,-1
nestapa,-1
ngacir,-1
ngelantur,-1
ngenes,-1
ngeri,-1
ngerumpi,-1
ngeyel,-1
ngilu,-1
ngotot,-1
ngoyo,-1
nihil,-1
nista,-1
njelimet,-1
no comment,-1
nonkooperatif,-1
nonproduktif,-1
nonsens,-1
norak,-1
norak,-1
nyampah,-1
nyelekit,-1
nyerocos,-1
nyinyir,-1
obat terlarang,-1
obrak-abrik,-1
obsesi,-1
obsesif,-1
obsolet,-1
ocehan,-1
ogah,-1
ogah-ogahan,-1
oknum,-1
oleng,-1
olok-olok,-1
olok-olokan,-1
ombang-ambing,-1
omel,-1
omelan,-1
omomg doang,-1
onak,-1
onar,-1
ongkang-ongkang,-1
opium,-1
oplosan,-1
oportunis,-1
ostentasi,-1
otoriter,-1
out of topic,-1
paceklik,-1
padahal,-1
padat,-1
paedofil,-1
pahit,-1
pailit,-1
paksa,-1
paksa-paksa,-1
paksaan,-1
palak,-1
paling banter,-1
palsu,-1
pamer,-1
pamrih,-1
pandemi,-1
pandemik,-1
pandir,-1
panik,-1
parah,-1
paranoia,-1
paranoid,-1
parasit,-1
pas-pasan,-1
pasai,-1
pasif,-1
pasung,-1
pasungan,-1
payah,-1
pecandu,-1
pecat,-1
pecundang,-1
pedih,-1
pedofil,-1
pelabrakan,-1
pelacur,-1
pelacur,-1
pelacuran,-1
pelaknatan,-1
pelalai,-1
pelalaian,-1
pelambatan,-1
pelampiasan,-1
pelanggar,-1
pelanggaran,-1
pelanggaran,-1
pelecehan,-1
peledak,-1
peledakan,-1
pelenyapan,-1
pelik,-1
pelit,-1
pelonco,-1
pelumpuhan,-1
pelupa,-1
pemabuk,-1
pemadat,-1
pemaksaan,-1
pemalakan,-1
pemalas,-1
pemalsu,-1
pemalsuan,-1
pemandulan,-1
pemarah,-1
pemasungan,-1
pembacokan,-1
pembakar,-1
pembakaran,-1
pembalakan,-1
pembalasan dendam,-1
pembangkang,-1
pembangkangan,-1
pembantah,-1
pembantahan,-1
pembantaian,-1
pembatalan,-1
pembatasan,-1
pembebanan,-1
pembeberan,-1
pembelengguan,-1
pemberantakan,-1
pemblokiran,-1
pembobol,-1
pembobolan,-1
pembocoran,-1
pembodohan,-1
pembohong,-1
pemboikotan,-1
pembolos,-1
pembolosan,-1
pembombardiran,-1
pemboros,-1
pemborosan,-1
pembunuh,-1
pembunuh bayaran,-1
pembunuhan,-1
pemecah belah,-1
pemecatan,-1
pemerosotan,-1
pemfitnah,-1
pemforsiran,-1
pemogok,-1
pemogokan,-1
pemojokan,-1
pemrotes,-1
pemrotesan,-1
pemukulan,-1
pemurtadan,-1
pemusnahan,-1
penabok,-1
penabokan,-1
penabrak,-1
penabrakan,-1
penakut,-1
penakut,-1
penalti,-1
penampar,-1
penamparan,-1
penawanan,-1
pencabulan,-1
pencaci,-1
pencaci maki,-1
pencacimakian,-1
pencaloan,-1
pencambukan,-1
pencaplok,-1
pencaplokan,-1
pencari kesalahan,-1
pencari muka,-1
pencatut,-1
pencatutan,-1
pencegatan,-1
pencekalan,-1
pencela,-1
pencelaan,-1
pencemar,-1
pencemaran,-1
pencerca,-1
pencercaan,-1
pencibir,-1
pencibiran,-1
pencomel,-1
pencontek,-1
pencontekan,-1
pencopet,-1
pencopetan,-1
pencopotan,-1
pencorengan,-1
pencuci otak,-1
pencuci uang,-1
pencucian otak,-1
pencucian uang,-1
penculik,-1
penculikan,-1
pencuri,-1
pencurian,-1
pencurian kendaraan bermotor,-1
pendakwaan,-1
pendalangan,-1
pendarahan,-1
pendek,-1
pendendam,-1
pendengki,-1
pendepakan,-1
pendeportasian,-1
penderita,-1
pendesakan,-1
pendiskriminasian,-1
pendiskualifikasian,-1
pendobrakan,-1
pendoktrin,-1
pendoktrinan,-1
pendompleng,-1
pendomplengan,-1
pendosa,-1
pendurhaka,-1
pendurhakaan,-1
pendusta,-1
pendustaan,-1
penebang,-1
penebangan,-1
penegatifan,-1
penelanjangan,-1
penelantaran,-1
penembakan,-1
penempeleng,-1
penempelengan,-1
penentang,-1
penentangan,-1
peneror,-1
peneroran,-1
pengabaian,-1
pengacau,-1
pengacauan,-1
pengadu domba,-1
pengaduan,-1
pengangguran,-1
pengebirian,-1
pengebom,-1
pengeboman,-1
pengecam,-1
pengecaman,-1
pengecoh,-1
pengecohan,-1
pengecut,-1
pengekangan,-1
pengeksploitasi,-1
pengeksploitasian,-1
pengekspos,-1
pengeksposan,-1
pengelabuan,-1
pengelakan,-1
pengeluh,-1
pengembar-gemboran,-1
pengemis,-1
pengemis,-1
pengemplang,-1
pengeroyokan,-1
penggandaan uang,-1
pengganggu,-1
pengganjalan,-1
penggasak,-1
penggasakan,-1
penggdoran,-1
penggembungan,-1
penggerebekan,-1
penggerogotan,-1
penggerutu,-1
penggorokan,-1
penggosip,-1
penggrebekan,-1
penggugatan,-1
penggulingan,-1
penggusuran,-1
penghalang,-1
penghalang-halangan,-1
penghancuran,-1
penghancurleburan,-1
penghasudan,-1
penghasut,-1
penghasutan,-1
penghinaan,-1
penghujat,-1
penghujatan,-1
pengibul,-1
pengibulan,-1
pengidap,-1
pengingkaran,-1
pengisolasian,-1
pengkhianat,-1
pengkhianatan,-1
pengkritik,-1
pengomel,-1
pengotoran,-1
pengucilan,-1
pengumpat,-1
pengumpatan,-1
pengungkungan,-1
pengunjuk rasa,-1
penguntit,-1
pengurungan,-1
pengusik,-1
pengusir,-1
pengusiran,-1
penikam,-1
penikaman,-1
penilap,-1
penilapan,-1
penilep,-1
penilepan,-1
penindas,-1
penindasa,-1
penindasan,-1
peninju,-1
penipu,-1
penipuan,-1
peniru,-1
penistaan,-1
penjahat kelamin,-1
penjajah,-1
penjajahan,-1
penjambret,-1
penjambretan,-1
penjarah,-1
penjarahan,-1
penjatuhan,-1
penjegalan,-1
penjudi,-1
penodong,-1
penodongan,-1
penolakan,-1
penonjok,-1
penonjokan,-1
pensomasian,-1
penular,-1
penularan,-1
penumpukan,-1
penundaan,-1
penunggak,-1
penunggakan,-1
penusuk,-1
penusukan,-1
penyabotase,-1
penyabotasean,-1
penyadap,-1
penyadapan,-1
penyakit,-1
penyakitan,-1
penyalahan,-1
penyalahartian,-1
penyalahgunaan,-1
penyamun,-1
penyandera,-1
penyanderaan,-1
penyanggah,-1
penyanggahan,-1
penyangkal,-1
penyangkalan,-1
penyangsi,-1
penyia-nyiaan,-1
penyiksa,-1
penyiksaan,-1
penyikut,-1
penyikutan,-1
penyimpang,-1
penyimpangan,-1
penyindir,-1
penyindiran,-1
penyitaan,-1
penyobekan,-1
penyodomi,-1
penyodomian,-1
penyogok,-1
penyogokan,-1
penyombong,-1
penyontekan,-1
penyuap,-1
penyuapan,-1
penyulit,-1
penyulitan,-1
penyulut,-1
penyumpahan,-1
penyusahan,-1
penyusutan,-1
penzamiman,-1
peracunan,-1
peradangan,-1
peragu,-1
perampas,-1
perampasan,-1
perampok,-1
perampokan,-1
perancuan,-1
peratapan,-1
percaloan,-1
percekcokan,-1
percuma,-1
perdebatan,-1
perdukunan,-1
peremehan,-1
perenggutan,-1
peretak,-1
peretakan,-1
pergi,-1
pergolakan,-1
pergunjingan,-1
peribut,-1
peributan,-1
pericuh,-1
pericuhan,-1
perisauan,-1
perjudian,-1
perkelahian,-1
perlambatan,-1
permusuhan,-1
perobekan,-1
perobohan,-1
perompak,-1
perompakan,-1
peroncean,-1
perongrong,-1
perongrongan,-1
perpecahan,-1
perpisahan,-1
persabungan,-1
persoalan,-1
persoalkan,-1
pertanggungjawaban,-1
pertengkaran,-1
pertentangan,-1
pertikaian,-1
pertumpahan darah,-1
perusak,-1
perusakan,-1
perusuh,-1
perusuhan,-1
perzinaan,-1
perzinahan,-1
pesakitan,-1
pezina,-1
pezinah,-1
picik,-1
pidana,-1
pilu,-1
pincang,-1
plagiarisme,-1
plagiat,-1
plagiator,-1
playboy,-1
plin-plan,-1
plintat-plintut,-1
polemik,-1
politis,-1
polusi,-1
polutan,-1
pongah,-1
porak-poranda,-1
porno,-1
porno,-1
pornoaksi,-1
pornografi,-1
pornografis,-1
porot,-1
posesif,-1
prahara,-1
prasangka,-1
prasangka buruk,-1
prasejahtera,-1
preman,-1
pretensi,-1
prihatin,-1
primitif,-1
problem,-1
problematik,-1
problematika,-1
problematis,-1
profan,-1
profanitas,-1
propaganda,-1
prostitusi,-1
protes,-1
provokasi,-1
provokatif,-1
provokator,-1
psikopat,-1
psikotropika,-1
psikotropika,-1
pukul-memukul,-1
pungli,-1
pupus,-1
pura-pura,-1
pusing,-1
pusing,-1
puso,-1
puyeng,-1
rabies,-1
rabun,-1
racau,-1
racun,-1
radang,-1
radikal,-1
radikalisasi,-1
radikalisme,-1
ragu,-1
ragu-ragu,-1
raib,-1
rajam,-1
rakus,-1
ramak,-1
rampas,-1
rampasan,-1
rampok,-1
rampokan,-1
rancu,-1
rapuh,-1
rasis,-1
rasisme,-1
ratapan,-1
rawan,-1
rekayasa,-1
remeh,-1
